;oset1;oset2;rus1;rus2;proximity;synonym
6178;æдылы;сайд;глупец болван;измена неверность;0.4725612998008728;1
6179;æнус коей;бонтæ хæй;жизнь;жизнь;0.0366731621325016;1
6180;занагарæн  монархи;хæдхæцæгад;самодержавие абсолютизм;самодержавие абсолютизм;0.06922292709350586;1
6181;æфсæддон хистæр;æфсæдтыхицау;военачальник полководец;военачальник полководец;0.5881873965263367;1
6182;тæвдбæрæггæнæн;тæвдбарæн;термометр градусник;термометр градусник;0.36507532000541687;1
6183;тæригъæд кæнын;удыбæстæдзинад;щадить жалеть;жалостливость милосердие;0.16303785145282745;1
6184;буцахуыр кæнын;къулбадæг кæнын;баловать;баловать;0.5860363245010376;1
6185;коммæ нæ кæсын;нæ комын;упрямиться упираться;упрямиться упираться;0.6206832528114319;1
6186;афынæй кæнын;ацъынд кæнын;поспать;поспать;0.8560658097267151;1
6187;зæрдæмæхæссаг;лазмæгъзæрдæ;сентиментальный чувствительный;сентиментальный чувствительный;0.8307684063911438;1
6188;ныйилæлæй кæнын;нытътъæллангкæнын;крикнуть издать крик;крикнуть издать крик;0.6835273504257202;1
6189;зонд;зонды хъомысад;ум умственные  способности;ум умственные  способности;0.607053816318512;1
6190;сæррисынгæнæн;тыхсынгæнæг;хлопотливый хлопотный;хлопотливый хлопотный;0.3727632462978363;1
6191;бир ным;мулк;вещь;вещь;-0.09391684830188751;1
6192;развдз;уæлæнгай;бегло;упрощенно элементарно;0.15832547843456268;1
6193;батагъд кæнын;фæтагъд кæнын;потопить подхлестнуть;потопить подхлестнуть;0.9267927408218384;1
6194;хъуырниз;хъыпы;ангина жаба;ангина жаба;0.5026803612709045;1
6195;зыдæй;кæрæфæй;жадно с жадностью;жадно с жадностью;0.22279365360736847;1
6196;гæвзыкк;хъуаг;бедняк;глупец болван;0.07114539295434952;1
6197;радзырд;фаæзмд;изложение пересказ;изложение пересказ;0.16309954226016998;1
6198;къæрцхъус;цырддзаст;бдительный зоркий;бдительный зоркий;0.5545687079429626;1
6199;уæнгхъуаг;хъыгдард;калека убогий;калека убогий;0.3467385768890381;1
6200;æрдхæрæны;анæмбал;жественный единственный;жественный единственный;0.40018221735954285;1
6201;æнæфсис;фыдгуыбын;обжора чревоугодник;обжора чревоугодник;0.5595470666885376;1
6202;арæзт æрцæуын;сырæзын;развиться сложиться;развиться сложиться;0.3636844754219055;1
6203;цъæпп кæнын;цъыртт кæнын;сбрызгивать брызгать;сбрызгивать брызгать;0.6755523681640625;1
6204;æвзаргæ;фæзминаг;хороший неплохой;хороший неплохой;0.3969000577926636;1
6205;тæнзæрдæдзинад;фæндхъуагдзинад;безволие слабоволие;безволие слабоволие;0.9111965894699097;1
6206;сыдзмыдзыцæуын;фæстæмæ здахын;отступать отходить;отступать отходить;0.3489055335521698;1
6207;æрдæгмæй;мæй;луна месяц;луна месяц;0.20877695083618164;1
